student_id,assignment_1,assignment_2,assignment_3,attendance,study_hours,past_gpa,final_score,pass_fail,grade
406,74.3,76.6,78.9,48.4,7.3,8.27,75.2,1,B+
407,49.0,45.4,46.4,73.8,7.3,6.83,54.8,1,C
408,62.9,59.6,55.7,62.5,18.5,6.42,56.1,1,C
409,66.8,57.6,62.6,88.7,3.9,7.81,57.9,1,C
410,72.7,88.7,95.3,66.8,9.5,8.31,81.0,1,A
411,75.7,67.7,59.1,73.2,12.2,6.0,65.7,1,B
412,48.1,44.6,41.0,65.5,12.7,6.91,41.4,1,D
413,42.0,38.3,34.7,100.0,10.9,5.41,43.4,1,D
414,84.2,93.4,88.8,70.2,14.4,3.25,83.1,1,A
415,70.0,69.6,75.6,100.0,16.2,7.3,74.7,1,B+
416,53.8,65.8,65.6,87.2,16.4,7.91,66.4,1,B
417,88.3,84.9,84.3,82.2,6.1,7.39,82.6,1,A
418,66.7,70.9,59.9,80.5,10.3,4.08,61.0,1,B
419,82.7,78.0,82.8,80.9,19.2,6.47,75.7,1,B+
420,66.0,85.2,78.8,46.1,17.4,3.67,63.6,1,B
421,95.9,88.4,89.8,70.8,3.8,9.05,93.9,1,A+
422,91.3,95.8,98.5,87.7,14.1,5.37,89.3,1,A
423,61.3,68.4,77.6,74.3,0.1,8.88,66.5,1,B
424,79.6,84.9,78.0,53.9,12.3,8.42,70.7,1,B+
425,74.7,75.2,58.1,74.2,23.4,5.65,82.2,1,A
426,85.5,86.5,88.6,100.0,6.3,5.3,77.5,1,B+
427,50.5,52.9,64.7,93.7,7.0,7.53,57.0,1,C
428,75.3,76.1,84.5,74.1,16.6,5.73,77.2,1,B+
429,80.9,90.6,92.9,89.3,2.7,7.15,86.5,1,A
430,38.6,58.3,56.4,69.5,8.2,6.28,56.8,1,C
431,47.3,44.8,50.6,49.4,15.6,4.33,55.9,1,C
432,34.4,25.4,20.6,61.1,8.2,3.65,32.4,0,F
433,61.0,62.3,66.2,98.4,10.6,7.34,60.0,1,B
434,75.8,98.4,100.0,70.9,16.5,6.16,84.1,1,A
435,87.5,83.1,90.5,71.3,14.5,6.17,83.0,1,A
436,66.1,81.2,98.8,70.5,13.6,8.04,89.2,1,A
437,89.4,100.0,100.0,100.0,10.0,8.76,85.7,1,A
438,44.3,41.9,39.8,99.4,14.2,6.59,54.2,1,C
439,39.4,46.0,46.8,100.0,11.3,6.49,50.7,1,C
440,64.2,79.2,69.6,72.6,14.7,7.75,73.5,1,B+
441,70.8,69.8,66.6,79.4,9.0,4.96,65.9,1,B
442,64.5,64.9,63.4,52.3,10.9,7.33,57.1,1,C
443,34.0,31.3,29.2,97.2,6.1,7.83,43.1,1,D
444,63.7,57.6,59.5,57.5,11.8,8.02,62.4,1,B
445,45.4,42.2,38.3,78.3,7.1,4.09,48.8,1,D
446,75.0,67.2,74.9,58.5,5.3,5.86,67.3,1,B
447,70.5,72.8,73.8,66.2,13.6,5.68,65.8,1,B
448,50.9,46.7,47.6,62.4,13.3,7.15,42.0,1,D
449,57.3,61.2,60.2,65.9,16.7,7.72,63.9,1,B
450,49.1,38.7,40.6,66.9,9.4,9.25,48.5,1,D
451,64.1,68.7,74.7,66.8,14.4,6.26,62.0,1,B
452,79.3,88.0,83.8,87.5,15.3,6.25,77.7,1,B+
453,50.2,36.3,33.4,58.4,14.7,8.72,41.0,1,D
454,72.6,77.6,76.8,78.3,7.0,7.44,65.4,1,B
455,57.0,68.8,61.7,93.3,12.9,8.9,60.9,1,B
456,53.1,45.4,41.5,67.3,14.2,7.43,43.3,1,D
457,63.4,78.8,76.9,64.2,12.0,5.26,66.8,1,B
458,49.5,54.9,61.1,71.5,0.0,5.0,50.4,1,C
459,56.7,53.1,55.7,92.7,13.0,4.67,48.9,1,D
460,47.0,48.6,50.8,77.9,25.3,7.99,63.6,1,B
461,94.5,100.0,100.0,67.0,9.8,8.78,97.0,1,A+
462,65.5,68.1,68.3,82.3,7.6,9.77,63.9,1,B
463,54.5,60.8,64.1,58.5,14.2,8.26,60.8,1,B
464,68.2,62.8,63.2,85.2,13.9,8.74,68.1,1,B
465,63.3,66.7,69.3,81.1,19.2,6.13,72.3,1,B+
466,61.7,52.4,49.9,70.4,4.5,5.27,49.5,1,D
467,74.2,75.3,61.7,62.4,16.4,8.28,73.4,1,B+
468,76.4,71.2,71.4,61.7,15.5,7.63,67.1,1,B
469,57.0,53.1,62.6,83.0,11.1,7.16,52.6,1,C
470,56.4,68.3,74.9,93.4,14.0,7.58,71.8,1,B+
471,60.9,71.6,78.4,65.4,18.2,7.48,75.2,1,B+
472,30.5,37.4,45.8,81.9,17.2,8.93,58.0,1,C
473,42.3,35.6,37.1,43.7,5.1,8.94,34.0,0,F
474,85.5,85.0,87.2,66.2,16.9,7.82,84.5,1,A
475,89.7,100.0,97.3,74.5,11.6,8.27,87.3,1,A
476,61.3,64.4,63.5,61.4,12.4,7.77,65.7,1,B
477,73.6,94.2,98.9,61.0,12.4,6.31,74.8,1,B+
478,69.7,74.8,83.0,65.0,11.1,8.13,66.4,1,B
479,100.0,100.0,100.0,79.4,19.2,4.91,88.4,1,A
480,81.8,81.3,79.6,72.2,11.5,8.58,77.7,1,B+
481,63.1,66.2,67.2,41.4,5.3,5.21,56.6,1,C
482,50.7,51.5,56.1,43.2,9.6,7.43,54.7,1,C
483,40.9,48.6,40.9,65.9,13.1,5.73,50.5,1,C
484,68.1,77.8,65.0,81.9,19.4,7.83,73.0,1,B+
485,53.7,49.4,47.1,33.8,15.6,6.95,56.4,1,C
486,43.7,35.1,28.8,67.5,6.9,4.61,40.2,1,D
487,55.3,42.6,40.6,67.1,26.9,7.63,43.8,1,D
488,48.8,54.9,55.0,95.8,13.6,6.13,63.2,1,B
489,90.3,83.5,81.8,69.2,19.7,8.32,78.0,1,B+
490,78.2,63.0,72.7,80.7,11.1,7.0,74.3,1,B+
491,64.9,70.0,73.0,77.1,15.2,7.59,76.5,1,B+
492,87.2,100.0,100.0,43.0,17.0,5.56,87.9,1,A
493,66.2,68.2,72.9,86.5,19.3,6.12,61.6,1,B
494,52.1,60.8,55.0,78.2,18.3,6.31,52.9,1,C
495,87.8,90.5,97.7,82.6,17.2,8.29,94.6,1,A+
496,73.1,74.3,74.8,100.0,10.1,9.52,74.2,1,B+
497,49.4,58.8,63.8,43.7,8.6,5.79,54.7,1,C
498,62.1,61.8,56.4,100.0,14.0,8.62,67.4,1,B
499,51.9,56.0,47.7,70.7,17.6,3.75,55.5,1,C
500,44.3,48.9,54.8,79.3,10.7,5.21,52.7,1,C
501,78.9,75.6,78.9,74.3,18.4,5.56,73.3,1,B+
502,93.6,100.0,95.6,68.6,20.7,4.97,86.9,1,A
503,44.0,44.6,40.4,66.5,6.5,4.62,48.2,1,D
504,73.4,69.4,77.2,79.9,7.0,7.62,74.1,1,B+
505,55.2,61.5,55.4,52.2,11.2,6.68,54.2,1,C
506,57.7,52.5,63.4,86.3,13.8,7.57,65.8,1,B
507,56.1,58.3,53.9,68.8,8.9,8.04,55.9,1,C
508,52.0,53.9,58.7,58.0,20.1,7.4,51.3,1,C
509,65.7,76.4,75.4,68.2,14.5,7.99,66.6,1,B
510,52.5,58.3,62.9,93.9,12.2,6.9,55.7,1,C
511,69.1,70.9,68.6,67.0,3.4,5.22,63.9,1,B
512,64.2,72.7,72.7,80.4,4.1,8.59,74.9,1,B+
513,61.4,74.5,75.7,64.0,13.7,6.12,63.5,1,B
514,51.4,57.9,52.9,86.4,0.0,5.6,55.6,1,C
515,56.3,58.4,63.8,85.3,18.1,6.73,58.2,1,C
516,76.3,67.8,65.7,100.0,11.1,5.63,68.4,1,B
517,72.5,66.0,65.6,72.4,31.5,6.37,60.3,1,B
518,50.3,49.9,44.9,85.0,25.8,7.52,52.3,1,C
519,66.5,63.6,49.2,76.5,10.9,7.52,58.8,1,C
520,76.3,76.8,76.7,94.4,11.4,5.65,77.4,1,B+
521,40.0,42.5,58.0,64.2,18.0,6.27,50.5,1,C
522,73.2,79.4,85.1,86.2,22.2,8.61,72.8,1,B+
523,55.1,56.5,57.4,72.1,2.2,7.74,61.8,1,B
524,73.6,79.5,78.9,74.0,1.3,10.0,75.5,1,B+
525,53.6,56.1,57.2,76.4,8.3,8.77,58.4,1,C
526,37.9,24.1,28.4,78.8,15.5,8.72,37.8,0,F
527,40.6,35.1,29.0,73.3,15.0,4.92,36.3,0,F
528,65.7,66.5,74.2,78.2,18.4,8.15,70.1,1,B+
529,68.9,61.2,66.5,98.7,4.8,6.92,68.7,1,B
530,51.4,58.2,63.5,89.8,0.0,6.17,49.8,1,D
531,74.6,88.8,92.4,88.0,17.1,7.25,80.0,1,A
532,40.1,51.9,53.0,68.2,7.0,8.42,49.4,1,D
533,64.0,64.3,69.3,61.7,0.0,7.75,64.2,1,B
534,46.8,60.7,65.3,89.3,12.9,5.68,65.5,1,B
535,55.2,58.4,57.3,88.1,16.8,8.11,56.3,1,C
536,65.7,65.0,62.6,97.1,11.3,6.04,62.8,1,B
537,52.1,49.2,50.8,65.9,9.3,7.33,49.2,1,D
538,59.2,58.8,69.1,71.6,11.0,6.54,57.8,1,C
539,80.1,79.0,72.6,50.4,9.8,6.67,69.2,1,B
540,56.3,59.7,51.9,69.1,3.9,8.15,59.8,1,C
541,77.5,80.8,82.8,89.9,7.7,5.44,71.6,1,B+
542,48.1,50.1,51.4,68.0,15.1,9.92,55.4,1,C
543,72.9,78.4,80.4,84.6,13.9,4.27,65.4,1,B
544,86.6,98.1,100.0,72.1,13.0,6.1,84.9,1,A
545,27.9,37.5,37.2,79.9,6.0,7.56,38.2,0,F
546,53.0,43.1,53.0,57.8,10.9,7.88,59.1,1,C
547,73.7,55.3,46.7,76.3,0.0,6.85,55.9,1,C
548,62.0,71.5,67.5,30.1,13.1,6.91,50.4,1,C
549,70.6,61.7,62.1,72.2,20.6,7.62,54.8,1,C
550,55.9,56.1,47.2,50.5,3.2,6.65,51.0,1,C
551,66.3,58.9,58.8,93.1,8.5,9.09,66.7,1,B
552,62.7,50.3,61.3,86.7,14.0,8.26,62.7,1,B
553,82.5,88.8,89.9,82.0,19.5,8.31,84.9,1,A
554,68.8,76.9,79.3,97.8,9.3,5.55,79.5,1,B+
555,70.1,67.5,60.9,60.8,7.8,6.88,60.3,1,B
556,58.8,40.1,37.4,100.0,0.2,6.55,53.7,1,C
557,57.7,55.3,54.0,89.0,12.6,5.49,49.2,1,D
558,58.5,63.6,62.7,71.5,24.3,7.54,58.2,1,C
559,70.9,61.1,69.8,92.0,13.7,6.19,58.6,1,C
560,58.7,62.2,66.5,58.4,11.9,7.98,59.8,1,C
561,69.3,71.2,65.5,62.6,13.9,5.39,64.9,1,B
562,96.1,100.0,100.0,65.9,11.9,9.58,92.2,1,A+
563,78.1,81.1,85.1,67.1,7.1,5.66,75.9,1,B+
564,60.1,54.3,62.1,59.2,16.9,7.33,53.9,1,C
565,83.0,94.6,100.0,93.3,13.4,8.19,88.2,1,A
566,58.9,59.6,54.5,71.1,12.1,6.14,49.9,1,D
567,34.4,36.2,32.3,80.3,6.1,8.28,46.9,1,D
568,49.9,44.4,37.9,66.4,19.8,5.16,44.6,1,D
569,36.9,35.4,35.0,47.7,16.0,9.18,37.1,0,F
570,59.7,54.6,58.4,79.1,8.7,7.02,66.3,1,B
571,65.3,65.9,72.8,46.3,18.0,6.11,57.9,1,C
572,90.1,100.0,100.0,74.0,9.0,6.55,83.5,1,A
573,69.9,60.9,60.0,54.5,7.3,8.21,55.5,1,C
574,61.7,50.8,52.7,100.0,7.4,6.12,57.4,1,C
575,77.4,91.2,87.2,88.7,1.4,5.88,82.4,1,A
576,31.8,32.1,45.6,76.6,14.8,6.67,45.8,1,D
577,68.5,65.1,56.5,94.0,1.0,5.23,75.3,1,B+
578,76.6,86.9,89.0,62.3,4.6,9.73,67.9,1,B
579,42.8,40.0,53.1,83.2,0.0,6.15,51.1,1,C
580,82.2,98.8,99.8,78.0,11.5,8.25,85.5,1,A
581,70.1,77.5,77.4,79.0,11.1,7.31,69.9,1,B
582,58.8,56.9,55.8,94.1,10.0,5.52,55.7,1,C
583,74.5,93.8,93.7,86.0,5.7,6.99,78.3,1,B+
584,99.1,96.3,100.0,79.3,5.0,8.18,99.8,1,A+
585,67.7,75.6,63.3,50.2,14.8,6.72,68.9,1,B
586,68.7,73.1,83.3,60.6,8.7,8.79,71.9,1,B+
587,58.1,70.5,63.0,73.2,13.9,8.53,70.8,1,B+
588,52.3,66.8,66.2,76.4,6.7,8.38,54.6,1,C
589,77.5,79.8,78.2,58.0,13.1,6.31,66.4,1,B
590,52.2,48.2,52.7,100.0,19.8,5.38,44.7,1,D
591,66.1,71.8,63.2,97.7,15.5,6.08,64.3,1,B
592,57.8,54.4,58.2,84.0,9.5,7.29,59.3,1,C
593,72.2,90.3,100.0,76.1,13.5,7.82,84.0,1,A
594,70.0,73.1,65.9,71.8,10.6,3.74,66.4,1,B
595,80.6,79.7,81.8,60.7,12.0,6.99,68.3,1,B
596,57.3,60.8,57.8,76.2,10.0,7.24,63.1,1,B
597,61.0,52.2,55.8,78.9,11.0,6.58,58.5,1,C
598,50.3,44.5,45.6,56.4,13.3,8.94,52.5,1,C
599,58.3,69.9,67.1,80.0,6.0,7.63,55.1,1,C
600,70.7,67.4,71.3,72.7,5.9,8.97,69.8,1,B
601,76.4,70.0,81.8,46.4,3.7,6.68,63.6,1,B
602,51.2,57.5,57.4,62.1,2.4,8.41,53.1,1,C
603,78.0,89.5,94.8,68.8,4.7,9.45,85.1,1,A
604,85.3,93.1,86.3,100.0,13.0,8.97,86.7,1,A
605,71.2,81.2,76.5,83.3,6.6,5.36,68.5,1,B
606,93.2,89.1,92.9,55.0,15.1,6.62,83.8,1,A
607,53.4,44.0,53.9,82.3,12.2,6.48,45.6,1,D
608,46.3,60.3,63.4,51.8,0.2,7.73,60.5,1,B
609,38.3,37.7,36.8,91.2,15.9,8.03,43.7,1,D
610,87.4,87.4,88.4,67.9,16.9,5.74,87.2,1,A
611,74.8,87.4,80.9,73.6,6.0,7.1,73.7,1,B+
612,64.2,70.6,75.2,94.9,14.5,3.97,66.6,1,B
613,69.2,74.8,81.1,55.7,6.9,9.16,67.3,1,B
614,48.1,67.4,65.7,54.0,12.6,6.23,62.7,1,B
615,100.0,96.9,95.1,66.2,4.4,7.08,84.8,1,A
616,66.9,76.3,78.9,90.6,1.2,6.54,75.1,1,B+
617,66.6,69.1,67.5,52.2,9.7,8.72,62.8,1,B
618,75.9,80.0,80.6,32.5,11.3,2.74,59.0,1,C
619,72.2,86.4,100.0,68.2,9.6,6.98,78.1,1,B+
620,68.4,74.5,74.0,83.3,4.9,6.84,64.3,1,B
621,53.1,59.4,58.2,93.0,9.6,6.32,59.2,1,C
622,72.1,82.7,79.8,68.1,13.6,9.59,69.7,1,B
623,93.2,92.3,97.8,68.8,11.7,5.67,91.2,1,A+
624,85.2,80.5,80.4,92.3,13.1,8.16,79.7,1,B+
625,88.9,82.5,79.6,47.0,8.0,7.53,75.1,1,B+
626,57.3,43.6,52.5,69.2,19.0,8.89,57.5,1,C
627,50.2,68.6,78.1,77.9,4.9,6.0,69.2,1,B
628,63.1,56.3,53.7,81.7,14.9,5.9,58.5,1,C
629,65.8,66.0,55.8,67.4,19.1,8.64,58.8,1,C
630,81.4,81.2,88.2,75.5,14.9,7.64,71.1,1,B+
631,39.6,44.1,41.0,37.7,10.8,4.68,37.0,0,F
632,87.9,96.4,100.0,65.1,8.8,6.19,83.5,1,A
633,62.6,71.5,60.7,81.8,18.2,7.58,66.1,1,B
634,58.6,55.9,62.3,60.3,3.5,8.26,56.1,1,C
635,49.8,50.5,44.2,75.9,6.2,5.98,53.0,1,C
636,40.2,44.5,49.9,81.7,9.6,2.63,43.5,1,D
637,77.3,77.3,78.4,69.9,19.4,7.78,74.7,1,B+
638,66.1,81.0,76.3,77.6,14.3,5.17,77.4,1,B+
639,45.7,51.6,50.2,60.6,6.2,3.97,49.8,1,D
640,45.6,53.5,58.6,71.9,10.1,2.75,51.6,1,C
641,60.0,67.3,68.9,84.2,8.3,8.22,62.8,1,B
642,90.0,100.0,100.0,77.4,7.7,7.19,86.4,1,A
643,61.1,64.5,77.4,66.2,17.9,6.66,62.1,1,B
644,42.5,34.1,25.7,78.4,3.8,9.08,36.9,0,F
645,61.3,66.5,77.2,85.7,21.7,7.96,73.6,1,B+
646,60.9,57.7,59.3,44.3,17.0,9.42,57.2,1,C
647,24.5,22.3,17.9,92.4,18.5,4.91,23.9,0,F
648,64.2,70.9,63.9,70.0,9.2,6.95,73.2,1,B+
649,61.5,73.4,73.3,81.4,11.1,4.57,68.8,1,B
650,75.4,77.6,84.1,93.0,3.4,6.66,69.4,1,B
651,92.7,97.2,97.4,54.4,8.9,6.63,84.1,1,A
652,81.9,97.5,100.0,64.4,15.0,7.94,87.3,1,A
653,61.0,64.9,57.2,70.7,19.8,7.07,69.7,1,B
654,48.4,71.2,72.1,63.2,5.4,7.94,56.8,1,C
655,100.0,100.0,93.5,100.0,9.8,8.06,97.9,1,A+
656,65.9,53.8,57.0,62.1,11.1,10.0,66.3,1,B
657,65.2,73.2,79.5,66.7,3.6,6.53,65.6,1,B
658,64.6,69.6,68.1,78.1,15.5,5.59,64.7,1,B
659,68.0,80.3,65.7,57.0,7.7,7.37,61.8,1,B
660,62.8,70.2,72.4,69.1,10.8,5.8,64.8,1,B
661,56.4,57.3,60.9,79.8,9.3,9.22,60.0,1,B
662,56.8,49.0,52.4,70.0,7.3,6.58,56.5,1,C
663,64.5,64.8,73.2,73.6,12.0,6.15,71.4,1,B+
664,56.8,52.0,46.6,67.1,10.7,6.29,48.4,1,D
665,54.3,51.7,56.8,52.3,9.8,8.08,44.0,1,D
666,66.6,73.3,81.5,79.8,7.6,6.76,71.4,1,B+
667,61.2,76.6,66.9,100.0,13.9,6.04,70.4,1,B+
668,87.6,92.8,95.7,75.3,21.9,9.5,89.5,1,A
669,25.2,17.6,15.6,78.4,12.8,5.72,25.7,0,F
670,81.4,87.0,87.5,85.4,18.0,7.05,82.8,1,A
671,83.7,95.3,98.4,56.0,3.7,7.98,91.8,1,A+
672,33.9,31.0,29.1,100.0,12.9,4.55,40.4,1,D
673,59.9,60.8,57.7,78.0,5.4,7.72,57.8,1,C
674,59.4,61.5,62.7,99.5,3.1,5.42,59.5,1,C
675,43.9,39.6,34.1,64.0,7.6,8.23,41.5,1,D
676,53.3,60.5,55.0,100.0,19.2,5.56,67.8,1,B
677,48.3,49.3,54.4,86.6,17.7,8.04,54.3,1,C
678,91.3,96.7,90.8,83.3,13.5,8.66,88.2,1,A
679,79.0,73.9,78.9,78.5,2.8,8.29,71.8,1,B+
680,84.1,82.6,86.4,71.3,10.8,7.38,85.0,1,A
681,75.8,83.6,74.2,93.0,13.8,6.65,85.9,1,A
682,48.1,47.1,44.0,77.1,13.1,6.14,51.3,1,C
683,57.1,72.9,81.1,45.5,0.9,9.21,66.5,1,B
684,72.3,71.1,66.2,58.2,6.7,5.95,65.4,1,B
685,46.7,50.5,48.7,72.2,11.6,5.44,38.1,0,F
686,75.7,85.2,89.0,79.6,15.2,8.0,84.1,1,A
687,61.4,52.1,57.8,74.2,0.0,5.81,56.7,1,C
688,59.4,47.3,46.8,93.3,11.0,5.57,56.1,1,C
689,75.7,65.5,62.9,45.7,12.9,4.83,58.9,1,C
690,71.7,83.8,93.3,77.2,17.1,6.28,77.5,1,B+
691,59.6,57.2,68.6,47.7,16.2,6.88,57.6,1,C
692,82.4,100.0,100.0,86.4,15.5,7.36,94.6,1,A+
693,48.8,46.3,47.8,73.6,7.2,8.43,48.5,1,D
694,74.2,77.7,73.9,81.3,0.6,7.79,82.6,1,A
695,73.9,88.2,84.2,62.0,9.6,6.71,78.5,1,B+
696,60.4,78.4,82.5,94.2,18.0,6.7,67.6,1,B
697,69.9,88.4,91.9,90.6,20.4,7.77,81.5,1,A
698,46.2,57.9,67.3,83.8,16.3,8.91,57.4,1,C
699,78.9,89.1,94.0,73.1,14.6,7.19,71.6,1,B+
700,62.2,68.9,60.9,83.7,14.3,6.3,72.0,1,B+
701,57.2,65.4,72.7,64.4,8.7,5.51,66.0,1,B
702,80.7,78.3,73.3,87.8,11.2,4.83,76.7,1,B+
703,54.4,49.9,48.6,99.7,22.0,8.0,57.7,1,C
704,43.9,45.9,48.4,91.1,6.3,7.87,43.7,1,D
705,41.7,42.3,55.3,64.1,21.7,7.87,47.7,1,D
706,74.1,72.5,92.2,80.4,10.1,6.81,81.0,1,A
707,45.8,53.4,58.0,55.6,20.0,9.11,49.1,1,D
708,91.3,100.0,99.9,83.6,3.6,6.27,77.0,1,B+
709,33.8,36.5,40.7,81.8,15.5,8.43,42.6,1,D
710,90.4,100.0,100.0,47.0,7.6,6.94,85.8,1,A
711,68.2,61.1,60.2,57.6,3.5,6.09,60.2,1,B
712,63.5,64.0,75.8,70.8,13.3,7.89,70.6,1,B+
713,56.8,53.1,55.5,70.5,18.1,7.61,60.0,1,B
714,71.0,58.1,62.1,56.9,6.9,7.54,62.3,1,B
715,64.4,65.7,70.7,80.8,3.0,7.12,71.7,1,B+
716,81.5,82.5,86.0,78.8,11.4,6.94,71.7,1,B+
717,66.7,80.8,86.8,72.1,11.5,10.0,78.8,1,B+
718,67.3,74.3,71.6,63.7,15.3,8.78,72.3,1,B+
719,59.5,53.3,51.0,90.7,17.7,8.08,52.2,1,C
720,64.1,80.9,75.3,99.8,11.6,7.17,66.1,1,B
721,69.6,81.4,85.0,67.7,23.1,8.51,72.9,1,B+
722,39.3,46.0,51.7,65.8,13.3,7.78,45.3,1,D
723,44.8,45.0,48.7,82.4,9.9,7.04,53.6,1,C
724,76.1,70.4,81.4,69.6,2.3,6.54,68.4,1,B
725,67.6,66.6,67.6,72.9,10.4,6.88,61.3,1,B
726,62.2,72.9,77.9,86.1,10.0,2.24,64.8,1,B
727,65.3,82.4,76.8,46.4,17.8,7.32,75.6,1,B+
728,70.2,84.5,83.2,94.8,14.8,6.27,77.8,1,B+
729,56.9,55.0,60.2,76.1,4.9,9.39,57.9,1,C
730,53.3,46.3,52.4,68.8,13.0,7.03,51.8,1,C
731,67.9,71.0,70.2,73.7,16.0,5.22,73.8,1,B+
732,50.3,38.2,38.8,74.4,21.2,6.93,43.0,1,D
733,71.1,75.7,67.6,49.0,17.3,5.43,72.9,1,B+
734,39.5,40.3,39.2,97.4,16.6,7.71,48.0,1,D
735,80.4,78.7,85.0,75.6,12.4,7.44,77.0,1,B+
736,72.1,61.3,65.8,81.6,14.3,8.44,79.4,1,B+
737,68.8,74.9,78.9,89.3,19.5,5.81,68.1,1,B
738,79.7,77.4,78.7,59.7,4.0,7.05,71.0,1,B+
739,90.0,82.6,83.6,82.1,9.9,4.95,73.7,1,B+
740,80.2,59.2,56.2,71.0,7.4,8.05,68.3,1,B
741,37.4,39.2,44.4,87.7,14.3,7.78,55.0,1,C
742,45.8,62.0,65.5,43.1,19.4,7.74,65.1,1,B
743,55.6,70.9,74.9,73.5,8.4,7.0,71.9,1,B+
744,65.4,63.7,61.5,66.0,0.0,7.62,60.1,1,B
745,72.8,70.0,58.1,81.5,9.5,9.41,65.1,1,B
746,54.1,59.9,67.5,82.1,17.5,6.57,53.6,1,C
747,67.8,61.8,59.9,64.4,15.2,7.21,72.1,1,B+
748,53.7,58.1,53.9,64.3,14.6,5.37,57.0,1,C
749,55.8,63.9,69.1,73.3,10.3,5.7,59.4,1,C
750,43.9,55.7,54.3,61.6,4.3,7.15,58.0,1,C
751,51.2,52.4,59.8,87.6,15.1,8.66,53.6,1,C
752,44.7,45.1,49.8,69.5,7.0,6.62,50.4,1,C
753,50.4,45.4,50.5,31.4,25.1,6.65,47.2,1,D
754,80.8,76.2,69.0,69.4,15.4,6.39,74.8,1,B+
755,50.8,51.0,59.3,59.4,8.5,6.2,52.8,1,C
756,100.0,100.0,100.0,50.5,8.3,7.44,82.3,1,A
757,72.4,81.7,80.5,56.4,11.4,4.75,72.2,1,B+
758,67.8,63.4,65.3,76.6,10.6,8.92,70.8,1,B+
759,52.1,66.0,56.3,94.9,18.7,6.0,60.6,1,B
760,75.5,75.3,78.8,79.7,13.1,8.08,78.5,1,B+
761,56.4,58.2,53.0,65.9,7.6,5.1,49.2,1,D
762,66.8,62.8,55.7,81.8,23.3,8.0,63.5,1,B
763,100.0,82.6,74.5,68.1,12.3,8.01,76.9,1,B+
764,63.6,72.7,80.4,64.6,16.6,7.58,73.8,1,B+
765,82.2,90.1,87.3,57.7,8.4,5.51,78.8,1,B+
766,54.5,54.2,64.4,48.7,14.2,7.37,59.9,1,C
767,64.5,67.0,64.8,69.2,13.9,5.23,68.7,1,B
768,91.6,97.7,88.5,77.4,0.7,6.62,88.5,1,A
769,55.6,45.1,39.4,73.6,24.1,8.54,52.4,1,C
770,92.2,90.0,98.4,68.8,19.7,8.2,83.0,1,A
771,75.6,84.0,84.1,60.8,9.6,7.02,75.7,1,B+
772,56.6,48.6,46.3,84.1,5.4,5.54,49.2,1,D
773,74.5,78.8,80.8,55.2,14.1,7.97,71.8,1,B+
774,79.6,70.7,74.7,86.6,12.5,7.03,71.5,1,B+
775,74.3,80.0,87.7,60.0,14.1,3.52,69.2,1,B
776,41.4,43.1,52.8,63.7,13.1,8.17,38.9,0,F
777,54.1,43.2,42.0,53.0,15.0,6.96,43.9,1,D
778,61.3,72.6,65.6,67.5,20.7,8.8,67.3,1,B
779,63.9,60.0,58.5,89.6,15.4,5.36,55.0,1,C
780,74.3,69.8,72.4,82.7,5.7,2.23,67.8,1,B
781,67.7,71.3,66.5,89.7,20.2,7.42,78.9,1,B+
782,45.0,56.2,51.5,82.8,21.8,7.44,60.0,1,B
783,70.7,64.6,67.7,58.4,30.9,4.46,73.5,1,B+
784,74.2,76.7,77.4,70.0,5.3,5.53,73.2,1,B+
785,73.4,78.8,80.0,63.3,13.5,10.0,80.6,1,A
786,81.2,88.7,85.1,95.0,0.0,6.54,77.2,1,B+
787,77.5,80.9,80.5,57.0,15.3,8.1,71.8,1,B+
788,71.9,71.0,66.5,88.4,8.7,6.02,54.7,1,C
789,63.9,59.3,65.6,88.4,23.5,3.86,69.5,1,B
790,40.1,42.8,50.0,100.0,7.4,6.74,57.5,1,C
791,71.4,64.8,54.7,68.9,1.9,6.6,58.1,1,C
792,68.1,46.7,42.1,85.7,9.2,6.4,52.8,1,C
793,69.1,74.6,66.6,100.0,0.1,6.83,65.6,1,B
794,45.8,55.0,52.1,65.7,16.5,7.4,54.7,1,C
795,48.8,31.9,32.4,52.0,0.0,6.77,44.1,1,D
796,80.8,74.7,67.0,46.8,12.2,5.1,58.7,1,C
797,64.4,71.4,66.9,85.7,0.0,7.73,68.5,1,B
798,75.2,93.7,88.7,46.8,10.1,4.08,75.2,1,B+
799,65.4,67.6,69.8,69.4,21.9,3.92,65.8,1,B
800,65.4,61.6,63.0,81.6,14.2,8.11,66.6,1,B
